Tanggal,Stock Code,Close,Volume,Offer Volume,Bid Volume,Foreign Sell,Foreign Buy,Kurs
9/3/2018,KBLI,482 ,2093500 ,746300 ,5000 ,21500 ,0 ,13863 
9/3/2018,KBLM,310 ,59700 ,10000 ,2400 ,0 ,0 ,13863 
9/3/2018,KBLV,472 ,10000 ,37800 ,12000 ,0 ,0 ,13863 
9/3/2018,KBRI,50 ,5120300 ,48012700 ,0 ,0 ,0 ,13863 
9/3/2018,KDSI,700 ,285500 ,76900 ,15400 ,0 ,0 ,13863 
9/3/2018,KIAS,100 ,0 ,0 ,0 ,0 ,0 ,13863 
9/3/2018,KICI,197 ,57900 ,67800 ,500 ,0 ,0 ,13863 
9/3/2018,KIJA,274 ,3995100 ,976200 ,531900 ,945800 ,2159400 ,13863 
9/3/2018,KINO,1970 ,6900 ,3200 ,200 ,0 ,0 ,13863 
9/3/2018,KIOS,2950 ,792100 ,38600 ,17800 ,0 ,0 ,13863 
9/3/2018,KKGI,372 ,105200 ,6100 ,5000 ,0 ,0 ,13863 
9/3/2018,KLBF,1545 ,11962800 ,801100 ,10900 ,3597000 ,7542900 ,13863 
9/3/2018,KMTR,745 ,8717000 ,9500 ,135300 ,8800 ,8800 ,13863 
9/3/2018,KOBX,124 ,34900 ,18800 ,62000 ,0 ,0 ,13863 
9/3/2018,KOIN,298 ,0 ,64200 ,0 ,0 ,0 ,13863 
9/3/2018,KONI,350 ,100 ,5000 ,0 ,0 ,0 ,13863 
9/3/2018,KOPI,725 ,41000 ,5500 ,13700 ,0 ,0 ,13863 
9/3/2018,KPIG,1315 ,1700 ,1600 ,800 ,0 ,1600 ,13863 
9/3/2018,KRAH,2510 ,51600 ,1000 ,300 ,0 ,0 ,13863 
9/3/2018,KRAS,480 ,4664900 ,300 ,402500 ,406300 ,1562400 ,13863 
9/3/2018,KREN,690 ,102536000 ,630100 ,3200 ,2835800 ,18552300 ,13863 
9/3/2018,LAPD,50 ,22600 ,22018900 ,0 ,0 ,0 ,13863 
